"filename", "language", "Markdown", "TypeScript JSX", "PostCSS", "JavaScript", "TypeScript", "MS SQL", "JSON", "comment", "blank", "total"
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\home-page.tsx", "TypeScript JSX", 0, 711, 0, 0, 0, 0, 0, 12, 38, 761
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\packages\core\app\globals.sanctum-vibes.backup.2025-09-04.css", "PostCSS", 0, 0, 253, 0, 0, 0, 0, 2, 11, 266
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\packages\core\app\page.sanctum-vibes.backup.2025-09-04.tsx", "TypeScript JSX", 0, 711, 0, 0, 0, 0, 0, 12, 38, 761
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.github\copilot-instructions.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api-docs\page.tsx", "TypeScript JSX", 0, 135, 0, 0, 0, 0, 0, 5, 6, 146
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\members\route.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 1, 4, 24
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\overrides\route.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 12, 79
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\permissions\route.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 1, 2, 14
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\members\route.ts", "TypeScript", 0, 0, 0, 0, 61, 0, 0, 1, 12, 74
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\permissions\route.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 2, 12, 78
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\route.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 1, 10, 65
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 7, 41
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\seed-org\route.ts", "TypeScript", 0, 0, 0, 0, 216, 0, 0, 5, 11, 232
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\auth\can\route.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\apikeys\route.ts", "TypeScript", 0, 0, 0, 0, 254, 0, 0, 9, 2, 265
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\blog\route.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, -9, -19, 26
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\configs\route.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 1, 0, 15
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\instances\route.ts", "TypeScript", 0, 0, 0, 0, 78, 0, 0, 0, 3, 81
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\channels\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 3, 41
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\channels\route.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 3, 47
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\presets\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 3, 41
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\presets\route.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 3, 47
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\send-multi\route.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 5, 45
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\send\route.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 6, 41
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\deliveries\route.ts", "TypeScript", 0, 0, 0, 0, 86, 0, 0, 3, 12, 101
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\destinations\[destId]\route.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 1, 3, 69
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\destinations\route.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 2, 6, 60
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\test\route.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 1, 7, 40
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\deliveries\[deliveryId]\retry\route.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 2, 8, 60
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\events\route.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\webhooks\events\route.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 3, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\route.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, -1, 95
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\get\route.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\sync\route.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\fertility\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\partner\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\pregnancy\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\settings\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\[slug]\page.tsx", "TypeScript JSX", 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\SeedRbacCard.tsx", "TypeScript JSX", 0, 67, 0, 0, 0, 0, 0, 0, 7, 74
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\overrides\page.tsx", "TypeScript JSX", 0, 47, 0, 0, 0, 0, 0, 0, 4, 51
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\page.tsx", "TypeScript JSX", 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\[roleId]\page.tsx", "TypeScript JSX", 0, 103, 0, 0, 0, 0, 0, 0, 10, 113
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\page.tsx", "TypeScript JSX", 0, 57, 0, 0, 0, 0, 0, 0, 6, 63
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\actions-client.tsx", "TypeScript JSX", 0, 109, 0, 0, 0, 0, 0, 3, 5, 117
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\client-actions.tsx", "TypeScript JSX", 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\components\table.tsx", "TypeScript JSX", 0, 377, 0, 0, 0, 0, 0, 3, 19, 399
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\page.tsx", "TypeScript JSX", 0, 4, 0, 0, 0, 0, 0, 3, 1, 8
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\settings\page.tsx", "TypeScript JSX", 0, 5, 0, 0, 0, 0, 0, 2, 1, 8
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\userprofile\organization-card.tsx", "TypeScript JSX", 0, 18, 0, 0, 0, 0, 0, 4, 0, 22
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\create-dialog.tsx", "TypeScript JSX", 0, 207, 0, 0, 0, 0, 0, 1, 7, 215
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\discord-embed-dialog.tsx", "TypeScript JSX", 0, 589, 0, 0, 0, 0, 0, 8, 44, 641
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\table.tsx", "TypeScript JSX", 0, 549, 0, 0, 0, 0, 0, 2, 26, 577
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\verification-drawer.tsx", "TypeScript JSX", 0, 77, 0, 0, 0, 0, 0, 0, 7, 84
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\page.tsx", "TypeScript JSX", 0, 56, 0, 0, 0, 0, 0, 2, 5, 63
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\globals.css", "PostCSS", 0, 0, 137, 0, 0, 0, 0, 33, 20, 190
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\wearing\page.tsx", "TypeScript JSX", 0, 86, 0, 0, 0, 0, 0, 3, 7, 96
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\app-shell.tsx", "TypeScript JSX", 0, 15, 0, 0, 0, 0, 0, 1, 0, 16
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\logout-button.tsx", "TypeScript JSX", 0, 36, 0, 0, 0, 0, 0, 1, 5, 42
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\one-tap.tsx", "TypeScript JSX", 0, 210, 0, 0, 0, 0, 0, 0, 6, 216
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-in-btn.tsx", "TypeScript JSX", 0, 82, 0, 0, 0, 0, 0, 1, 5, 88
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-in.tsx", "TypeScript JSX", 0, 221, 0, 0, 0, 0, 0, 0, 9, 230
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-up.tsx", "TypeScript JSX", 0, 210, 0, 0, 0, 0, 0, 0, 6, 216
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\logo.tsx", "TypeScript JSX", 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\markdown.tsx", "TypeScript JSX", 0, 157, 0, 0, 0, 0, 0, 1, 5, 163
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\theme-toggle.tsx", "TypeScript JSX", 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\work-in-progress-notice.tsx", "TypeScript JSX", 0, 60, 0, 0, 0, 0, 0, 2, 8, 70
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\shell\app-shell.tsx", "TypeScript JSX", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\logo.tsx", "TypeScript JSX", 0, -5, 0, 0, 0, 0, 0, 0, -1, -6
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\logout-button.tsx", "TypeScript JSX", 0, -34, 0, 0, 0, 0, 0, -1, -3, -38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\markdown.tsx", "TypeScript JSX", 0, -155, 0, 0, 0, 0, 0, -1, -5, -161
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\one-tap.tsx", "TypeScript JSX", 0, -209, 0, 0, 0, 0, 0, 0, -5, -214
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\scope-options.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 1, 2, 20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\scope-selector.tsx", "TypeScript JSX", 0, 167, 0, 0, 0, 0, 0, 3, 12, 182
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sanctum-bg.tsx", "TypeScript JSX", 0, 78, 0, 0, 0, 0, 0, 10, 10, 98
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sign-in-btn.tsx", "TypeScript JSX", 0, -81, 0, 0, 0, 0, 0, -1, -4, -86
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sign-in.tsx", "TypeScript JSX", 0, -217, 0, 0, 0, 0, 0, -1, -9, -227
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sign-up.tsx", "TypeScript JSX", 0, -210, 0, 0, 0, 0, 0, 0, -6, -216
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\theme-toggle.tsx", "TypeScript JSX", 0, -17, 0, 0, 0, 0, 0, 0, -3, -20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, -20, 0, 0, 0, 0, 0, 0, 0, -20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\chart.tsx", "TypeScript JSX", 0, 31, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\drawer.tsx", "TypeScript JSX", 0, -13, 0, 0, 0, 0, 0, 0, 0, -13
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\tabs.tsx", "TypeScript JSX", 0, -9, 0, 0, 0, 0, 0, 0, 0, -9
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\wip-notice.tsx", "TypeScript JSX", 0, -58, 0, 0, 0, 0, 0, -2, -7, -67
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0015_tiny_wild_child.sql", "MS SQL", 0, 0, 0, 0, 0, 81, 0, 6, 0, 87
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0016_overjoyed_the_enforcers.sql", "MS SQL", 0, 0, 0, 0, 0, 38, 0, 3, 1, 42
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0017_flawless_spirit.sql", "MS SQL", 0, 0, 0, 0, 0, 19, 0, 2, 0, 21
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0017_require_request_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 29, 0, 4, 4, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0018_early_stark_industries.sql", "MS SQL", 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0018_rbac.sql", "MS SQL", 0, 0, 0, 0, 0, 63, 0, 2, 10, 75
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0019_discord_embeds.sql", "MS SQL", 0, 0, 0, 0, 0, 19, 0, 3, 1, 23
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0020_webhook_destinations.sql", "MS SQL", 0, 0, 0, 0, 0, 15, 0, 2, 2, 19
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0015_snapshot.json", "JSON", 0, 0, 0, 0, 0, 0, 3658, 0, 0, 3658
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0016_snapshot.json", "JSON", 0, 0, 0, 0, 0, 0, 3894, 0, 0, 3894
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0017_snapshot.json", "JSON", 0, 0, 0, 0, 0, 0, 4047, 0, 0, 4047
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0018_snapshot.json", "JSON", 0, 0, 0, 0, 0, 0, 4047, 0, 0, 4047
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\_journal.json", "JSON", 0, 0, 0, 0, 0, 0, 28, 0, 0, 28
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\eslint.config.mjs", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 6, 0, 10
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 1, 1, 12
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth\better-auth.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 5, 2, 19
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\blog-auth.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\client-permissions.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 2, 3, 25
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\creator-auth.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\fertility\data.ts", "TypeScript", 0, 0, 0, 0, 136, 0, 0, 7, 12, 155
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\guards.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 1, 8, 53
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\permission-service.ts", "TypeScript", 0, 0, 0, 0, 145, 0, 0, 2, 17, 164
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\webhooks.ts", "TypeScript", 0, 0, 0, 0, 75, 0, 0, 4, 4, 83
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\fertility-schema.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 4, 5, 56
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\rbac.ts", "TypeScript", 0, 0, 0, 0, 49, 0, 0, 0, 6, 55
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\sl-schema.ts", "TypeScript", 0, 0, 0, 0, 49, 0, 0, 2, 3, 54
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\types\react-syntax-highlighter-esm.d.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"Total", "-", 33, 4269, 390, 4, 2406, 266, 15674, 188, 535, 23765